binomial	stateabr
Euphorbia furcillata	AGS
Euphorbia graminea	AGS
Euphorbia indivisa	AGS
Euphorbia macropus	AGS
Euphorbia nutans	AGS
Euphorbia potosina	AGS
Euphorbia prostrata	AGS
Euphorbia radians	AGS
Euphorbia serpyllifolia	AGS
Euphorbia sphaerorhiza	AGS
Euphorbia stictospora	AGS
Euphorbia velleriflora	AGS
Euphorbia villifera	AGS
Jatropha cordata	AGS
Jatropha dioica	AGS
Jatropha macrorhiza	AGS
Manihot caudata	AGS
Manihot rhomboidea	AGS
Tragia nepetifolia	AGS
Acaciella angustissima	AGS
Acaciella hartwegii	AGS
Acmispon oroboides	AGS
Aeschynomene villosa	AGS
Albizia occidentalis	AGS
Astragalus coriaceus	AGS
Astragalus diphacus	AGS
Astragalus goldmanii	AGS
Astragalus guatemalensis	AGS
Astragalus hartwegii	AGS
Astragalus hypoleucus	AGS
Astragalus jaliscensis	AGS
Astragalus mollissimus	AGS
Astragalus quinqueflorus	AGS
Astragalus wootonii	AGS
Bauhinia divaricata	AGS
Brongniartia lupinoides	AGS
Calliandra eriophylla	AGS
Calliandra grandiflora	AGS
Calliandra humilis	AGS
Canavalia villosa	AGS
Cologania angustifolia	AGS
Cologania broussonetii	AGS
Cologania jaliscana	AGS
Cologania obovata	AGS
Cologania racemosa	AGS
Conzattia multiflora	AGS
Coursetia caribaea	AGS
Coursetia glandulosa	AGS
Crotalaria mollicula	AGS
Crotalaria pumila	AGS
Crotalaria rotundifolia	AGS
Chamaecrista glandulosa	AGS
Chamaecrista nictitans	AGS
Chamaecrista serpens	AGS
Dalea bicolor	AGS
Dalea brachystachys	AGS
Dalea capitata	AGS
Dalea confusa	AGS
Dalea erythrorhiza	AGS
Dalea exigua	AGS
Dalea filiciformis	AGS
Dalea foliolosa	AGS
Dalea hemsleyana	AGS
Dalea humilis	AGS
Dalea leporina	AGS
Dalea luisana	AGS
Dalea lutea	AGS
Dalea mucronata	AGS
Dalea nana	AGS
Dalea obovatifolia	AGS
Dalea pectinata	AGS
Dalea plantaginoides	AGS
Dalea pogonathera	AGS
Dalea polygonoides	AGS
Dalea polystachya	AGS
Dalea prostrata	AGS
Dalea reclinata	AGS
Dalea versicolor	AGS
Desmanthus pumilus	AGS
Desmodium angustifolium	AGS
Desmodium aparines	AGS
Desmodium grahamii	AGS
Desmodium hartwegianum	AGS
Desmodium neomexicanum	AGS
Desmodium prehensile	AGS
Desmodium pringlei	AGS
Desmodium procumbens	AGS
Desmodium retinens	AGS
Desmodium tortuosum	AGS
Desmodium volubile	AGS
Diphysa puberulenta	AGS
Diphysa suberosa	AGS
Eriosema pulchellum	AGS
Erythrina flabelliformis	AGS
Erythrina montana	AGS
Eysenhardtia polystachya	AGS
Eysenhardtia punctata	AGS
Galactia brachystachya	AGS
Hoffmannseggia glauca	AGS
Hoffmannseggia montana	AGS
Indigofera miniata	AGS
Indigofera montana	AGS
Indigofera suffruticosa	AGS
Lathyrus parvifolius	AGS
Leucaena esculenta	AGS
Leucaena leucocephala	AGS
Lotus repens	AGS
Lupinus campestris	AGS
Lupinus elegans	AGS
Lupinus ermineus	AGS
Lupinus leptocarpus	AGS
Lupinus mexicanus	AGS
Lysiloma acapulcense	AGS
Lysiloma divaricatum	AGS
Macroptilium atropurpureum	AGS
Macroptilium gibbosifolium	AGS
Marina neglecta	AGS
Marina nutans	AGS
Mariosousa acatlensis	AGS
Mimosa aculeaticarpa	AGS
Mimosa benthamii	AGS
Mimosa dysocarpa	AGS
Mimosa galeottii	AGS
Mimosa minutifolia	AGS
Mimosa monancistra	AGS
Mimosa texana	AGS
Mimosa zygophylla	AGS
Nissolia microptera	AGS
Nissolia wislizenii	AGS
Pachyrhizus erosus	AGS
Painteria leptophylla	AGS
Pediomelum palmeri	AGS
Phaseolus anisotrichos	AGS
Phaseolus coccineus	AGS
Phaseolus grayanus	AGS
Phaseolus maculatus	AGS
Phaseolus polymorphus	AGS
Phaseolus vulgaris	AGS
Phaseolus zimapanensis	AGS
Pithecellobium dulce	AGS
Pomaria multijuga	AGS
Prosopis juliflora	AGS
Prosopis laevigata	AGS
Ramirezella crassa	AGS
Ramirezella strobilophora	AGS
Rhynchosia macrocarpa	AGS
Rhynchosia minima	AGS
Rhynchosia senna	AGS
Senegalia berlandieri	AGS
Senegalia interior	AGS
Senna bauhinoides	AGS
Senna crotalarioides	AGS
Senna hirsuta	AGS
Senna occidentalis	AGS
Senna pallida	AGS
Senna septemtrionalis	AGS
Senna uniflora	AGS
Tephrosia foliolosa	AGS
Tephrosia leucantha	AGS
Tephrosia nicaraguensis	AGS
Trifolium amabile	AGS
Vachellia bravoensis	AGS
Vachellia campechiana	AGS
Vachellia constricta	AGS
Vachellia farnesiana	AGS
Vachellia pennatula	AGS
Vachellia schaffneri	AGS
Vicia pulchella	AGS
Vigna luteola	AGS
Zapoteca media	AGS
Zornia diphylla	AGS
Zornia reticulata	AGS
Zornia thymifolia	AGS
Quercus aristata	AGS
Quercus castanea	AGS
Quercus coccolobifolia	AGS
Quercus crassifolia	AGS
Quercus crassipes	AGS
Quercus chihuahuensis	AGS
Quercus deserticola	AGS
Quercus eduardi	AGS
Quercus fulva	AGS
Quercus gentryi	AGS
Quercus grisea	AGS
Quercus laeta	AGS
Quercus laurina	AGS
Quercus magnoliifolia	AGS
Quercus martinezii	AGS
Quercus microphylla	AGS
Quercus obtusata	AGS
Quercus potosina	AGS
Quercus resinosa	AGS
Quercus rugosa	AGS
Quercus sideroxyla	AGS
Quercus uxoris	AGS
Quercus viminea	AGS
Garrya laurifolia	AGS
Garrya ovata	AGS
Gentiana porphyrio	AGS
Gentiana spathacea	AGS
Gentiana superba	AGS
Gentianella amarella	AGS
Halenia brevicornis	AGS
Zeltnera nudicaule	AGS
Zeltnera quitensis	AGS
Geranium deltoideum	AGS
Geranium mexicanum	AGS
Geranium seemannii	AGS
Heliotropium angiospermum	AGS
Heliotropium curassavicum	AGS
Heliotropium fruticosum	AGS
Heliotropium greggii	AGS
Heliotropium limbatum	AGS
Heliotropium pringlei	AGS
Heliotropium procumbens	AGS
Najas guadalupensis	AGS
Najas marina	AGS
Phacelia congesta	AGS
Hypericum pauciflorum	AGS
Hypericum punctatum	AGS
Hypericum silenoides	AGS
Hypericum sphaerocarpum	AGS
Hypoxis decumbens	AGS
Hypoxis fibrata	AGS
Hypoxis mexicana	AGS
Nemastylis tenuis	AGS
Sisyrinchium bracteatum	AGS
Sisyrinchium cernuum	AGS
Sisyrinchium convolutum	AGS
Sisyrinchium pringlei	AGS
Sisyrinchium rosulatum	AGS
Sisyrinchium scabrum	AGS
Sisyrinchium schaffneri	AGS
Sisyrinchium tenuifolium	AGS
Sisyrinchium tolucense	AGS
Tigridia augusta	AGS
Tigridia dugesii	AGS
Tigridia meleagris	AGS
Tigridia multiflora	AGS
Juncus acuminatus	AGS
Juncus dichotomus	AGS
Juncus ebracteatus	AGS
Juncus effusus	AGS
Juncus microcephalus	AGS
Juncus tenuis	AGS
Triglochin scilloides	AGS
Koeberlinia spinosa	AGS
Krameria bicolor	AGS
Krameria erecta	AGS
Krameria lanceolata	AGS
Krameria ramosissima	AGS
Krameria secundiflora	AGS
Condea albida	AGS
Cunila lythrifolia	AGS
Cunila pycnantha	AGS
Hedeoma costata	AGS
Hedeoma nana	AGS
Hedeoma oblongifolia	AGS
Hedeoma patrina	AGS
Hedeoma piperita	AGS
Hedeoma rzedowskii	AGS
Hyptis rhytidea	AGS
Mesosphaerum urticoides	AGS
Ocimum basilicum	AGS
Salvia agnes	AGS
Salvia axillaris	AGS
Salvia ballotiflora	AGS
Salvia coccinea	AGS
Salvia elegans	AGS
Salvia filipes	AGS
Salvia fulgens	AGS
Salvia gesneriflora	AGS
Salvia glechomifolia	AGS
Salvia greggii	AGS
Salvia hirsuta	AGS
Salvia keerlii	AGS
Salvia laevis	AGS
Salvia lavanduloides	AGS
Salvia longispicata	AGS
Salvia lycioides	AGS
Salvia macellaria	AGS
Salvia melissodora	AGS
Salvia mexicana	AGS
Salvia micrantha	AGS
Salvia microphylla	AGS
Salvia misella	AGS
Salvia patens	AGS
Salvia pinguifolia	AGS
Salvia prunelloides	AGS
Salvia purpurea	AGS
Salvia reflexa	AGS
Salvia regla	AGS
Salvia reptans	AGS
Salvia rupicola	AGS
Salvia stricta	AGS
Salvia subincisa	AGS
Salvia tiliifolia	AGS
Salvia villosa	AGS
Stachys agraria	AGS
Stachys coccinea	AGS
Tetraclea coulteri	AGS
Teucrium laciniatum	AGS
Litsea glaucescens	AGS
Pinguicula caudata	AGS
Pinguicula oblongiloba	AGS
Calochortus barbatus	AGS
Calochortus fuscus	AGS
Calochortus hartwegii	AGS
Calochortus purpureus	AGS
Linum mexicanum	AGS
Linum pratense	AGS
Linum rupestre	AGS
Linum scabrellum	AGS
Lindernia anagallidea	AGS
Cevallia sinuata	AGS
Mentzelia aspera	AGS
Mentzelia asperula	AGS
Mentzelia hispida	AGS
Psittacanthus calyculatus	AGS
Psittacanthus palmeri	AGS
Ammannia auriculata	AGS
Cuphea aequipetala	AGS
Cuphea angustifolia	AGS
Cuphea calcarata	AGS
Cuphea jorullensis	AGS
Cuphea lanceolata	AGS
Cuphea llavea	AGS
Cuphea procumbens	AGS
Cuphea viscosissima	AGS
Cuphea wrightii	AGS
Heimia salicifolia	AGS
Lythrum californicum	AGS
Lythrum gracile	AGS
Aspicarpa humilis	AGS
Callaeum macropterum	AGS
Galphimia angustifolia	AGS
Galphimia glauca	AGS
Gaudichaudia albida	AGS
Gaudichaudia confertiflora	AGS
Gaudichaudia cynanchoides	AGS
Gaudichaudia hirtella	AGS
Gaudichaudia mollis	AGS
Gaudichaudia mucronata	AGS
Abutilon abutiloides	AGS
Abutilon grandidentatum	AGS
Abutilon incanum	AGS
Allowissadula sessei	AGS
Anoda cristata	AGS
Anoda lanceolata	AGS
Anoda thurberi	AGS
Ayenia limitaris	AGS
Ayenia mexicana	AGS
Ayenia pilosa	AGS
Ceiba acuminata	AGS
Ceiba aesculifolia	AGS
Ceiba pentandra	AGS
Fuertesimalva jacens	AGS
Gaya minutiflora	AGS
Helicteres guazumifolia	AGS
Heliocarpus americanus	AGS
Heliocarpus terebinthaceus	AGS
Herissantia crispa	AGS
Hibiscus phoeniceus	AGS
Kearnemalvastrum subtriflorum	AGS
Kosteletzkya tubiflora	AGS
Malvastrum coromandelianum	AGS
Malvaviscus arboreus	AGS
Meximalva filipes	AGS
Pavonia candida	AGS
Pavonia hirtiflora	AGS
Periptera punicea	AGS
Pseudabutilon ellipticum	AGS
Sida abutifolia	AGS
Sida barclayi	AGS
Sida linearis	AGS
Sida rhombifolia	AGS
Sphaeralcea angustifolia	AGS
Waltheria indica	AGS
Maranta arundinacea	AGS
Proboscidea louisiana	AGS
Anticlea virescens	AGS
Schoenocaulon caricifolium	AGS
Schoenocaulon lauricola	AGS
Cedrela odorata	AGS
Trichilia americana	AGS
Nymphoides fallax	AGS
Phemeranthus humilis	AGS
Phemeranthus napiformis	AGS
Phemeranthus parviflorus	AGS
Ficus petiolaris	AGS
Psidium sartorianum	AGS
Peganum mexicanum	AGS
Acleisanthes obtusa	AGS
Allionia choisyi	AGS
Allionia incarnata	AGS
Boerhavia anisophylla	AGS
Boerhavia coccinea	AGS
Boerhavia erecta	AGS
Boerhavia gracillima	AGS
Cyphomeris gypsophiloides	AGS
Mirabilis aggregata	AGS
Mirabilis albida	AGS
Mirabilis glabrifolia	AGS
Mirabilis jalapa	AGS
Mirabilis linearis	AGS
Mirabilis longiflora	AGS
Mirabilis nyctaginea	AGS
Mirabilis viscosa	AGS
Nymphaea gracilis	AGS
Forestiera neomexicana	AGS
Forestiera phillyreoides	AGS
Forestiera tomentosa	AGS
Fraxinus americana	AGS
Fraxinus papillosa	AGS
Fraxinus uhdei	AGS
Fraxinus velutina	AGS
Menodora coulteri	AGS
Menodora helianthemoides	AGS
Menodora scabra	AGS
Calylophus hartwegii	AGS
Lopezia miniata	AGS
Lopezia trichota	AGS
Ludwigia octovalvis	AGS
Ludwigia peploides	AGS
Oenothera elata	AGS
Oenothera hexandra	AGS
Oenothera kunthiana	AGS
Oenothera laciniata	AGS
Oenothera pubescens	AGS
Oenothera rosea	AGS
Oenothera suffrutescens	AGS
Alamania punicea	AGS
Bletia campanulata	AGS
Bletia reflexa	AGS
Dichromanthus aurantiacus	AGS
Dichromanthus cinnabarinus	AGS
Dichromanthus michuacanus	AGS
Encyclia incumbens	AGS
Govenia liliacea	AGS
Habenaria clypeata	AGS
Habenaria guadalajarana	AGS
Habenaria jaliscana	AGS
Laelia speciosa	AGS
Liparis madrensis	AGS
Liparis vexillifera	AGS
Malaxis corymbosa	AGS
Malaxis fastigiata	AGS
Malaxis myurus	AGS
Malaxis novogaliciana	AGS
Malaxis rosei	AGS
Malaxis soulei	AGS
Oncidium tigrinum	AGS
Schiedeella llaveana	AGS
Agalinis peduncularis	AGS
Buchnera pusilla	AGS
Castilleja arvensis	AGS
Castilleja lithospermoides	AGS
Castilleja mexicana	AGS
Castilleja scorzonerifolia	AGS
Castilleja sessiliflora	AGS
Castilleja tenuiflora	AGS
Conopholis alpina	AGS
Lamourouxia multifida	AGS
Lamourouxia rhinanthifolia	AGS
Lamourouxia tenuifolia	AGS
Lamourouxia viscosa	AGS
Orobanche ludoviciana	AGS
Seymeria virgata	AGS
Oxalis corniculata	AGS
Oxalis decaphylla	AGS
Oxalis hernandezii	AGS
Oxalis lunulata	AGS
Oxalis tetraphylla	AGS
Argemone mexicana	AGS
Argemone ochroleuca	AGS
Eschscholzia californica	AGS
Passiflora bryonoides	AGS
Passiflora exsudans	AGS
Passiflora suberosa	AGS
Ternstroemia lineata	AGS
Erythranthe dentiloba	AGS
Erythranthe glabrata	AGS
Phyllanthus polygonoides	AGS
Phytolacca icosandra	AGS
Peperomia bracteata	AGS
Bacopa monnieri	AGS
Bacopa rotundifolia	AGS
Callitriche heterophylla	AGS
Callitriche palustris	AGS
Maurandya antirrhiniflora	AGS
Maurandya scandens	AGS
Mecardonia procumbens	AGS
Nuttallanthus canadensis	AGS
Penstemon barbatus	AGS
Penstemon campanulatus	AGS
Penstemon gentianoides	AGS
Penstemon hidalgensis	AGS
Penstemon imberbis	AGS
Penstemon lanceolatus	AGS
Penstemon leonensis	AGS
Penstemon miniatus	AGS
Penstemon roseus	AGS
Penstemon schaffneri	AGS
Penstemon tenuifolius	AGS
Plantago australis	AGS
Plantago linearis	AGS
Plantago nivea	AGS
Plantago ovata	AGS
Russelia polyedra	AGS
Russelia retrorsa	AGS
Stemodia durantifolia	AGS
Veronica peregrina	AGS
Plumbago pulchella	AGS
Achnatherum editorum	AGS
Achnatherum eminens	AGS
Aegopogon cenchroides	AGS
Aegopogon tenellus	AGS
Agrostis hyemalis	AGS
Amelichloa clandestina	AGS
Andropogon gerardii	AGS
Andropogon glomeratus	AGS
Aristida adscensionis	AGS
Aristida appressa	AGS
Aristida divaricata	AGS
Aristida gibbosa	AGS
Aristida havardii	AGS
Aristida laxa	AGS
Aristida pansa	AGS
Aristida purpurea	AGS
Aristida scribneriana	AGS
Aristida schiedeana	AGS
Aristida ternipes	AGS
Bothriochloa barbinodis	AGS
Bothriochloa hirtifolia	AGS
Bothriochloa hybrida	AGS
Bothriochloa laguroides	AGS
Bothriochloa springfieldii	AGS
Bothriochloa wrightii	AGS
Bouteloua aristidoides	AGS
Bouteloua barbata	AGS
Bouteloua curtipendula	AGS
Bouteloua chondrosioides	AGS
Bouteloua dactyloides	AGS
Bouteloua diversispicula	AGS
Bouteloua gracilis	AGS
Bouteloua karwinskii	AGS
Bouteloua polymorpha	AGS
Bouteloua reederorum	AGS
Bouteloua repens	AGS
Bouteloua scorpioides	AGS
Bouteloua simplex	AGS
Bouteloua uniflora	AGS
Bouteloua williamsii	AGS
Brachypodium mexicanum	AGS
Bromus anomalus	AGS
Bromus carinatus	AGS
Calamagrostis pringlei	AGS
Cenchrus echinatus	AGS
Cenchrus incertus	AGS
Cenchrus multiflorus	AGS
Cenchrus myosuroides	AGS
Chaboissaea ligulata	AGS
Chascolytrum subaristatum	AGS
Chloris rufescens	AGS
Chloris submutica	AGS
Chondrosum hirsutum	AGS
Dasyochloa pulchella	AGS
Digitaria argillacea	AGS
Digitaria bicornis	AGS
Digitaria californica	AGS
Digitaria filiformis	AGS
Digitaria insularis	AGS
Disakisperma dubium	AGS
Distichlis spicata	AGS
Echinochloa crus-pavonis	AGS
Echinochloa holciformis	AGS
Echinochloa jaliscana	AGS
Echinochloa oplismenoides	AGS
Echinochloa polystachya	AGS
Elionurus barbiculmis	AGS
Elionurus ciliaris	AGS
Elymus pringlei	AGS
Eragrostis intermedia	AGS
Eragrostis lugens	AGS
Eragrostis mexicana	AGS
Eragrostis pectinacea	AGS
Eragrostis plumbea	AGS
Eriochloa acuminata	AGS
Erioneuron avenaceum	AGS
Erioneuron nealleyi	AGS
Erioneuron pilosum	AGS
Festuca breviglumis	AGS
Festuca pringlei	AGS
Festuca rosei	AGS
Heteropogon contortus	AGS
Heteropogon melanocarpus	AGS
Hilaria belangeri	AGS
Hilaria cenchroides	AGS
Hilaria swallenii	AGS
Hopia obtusa	AGS
Ixophorus unisetus	AGS
Lasiacis nigra	AGS
Leptochloa fusca	AGS
Luziola fluitans	AGS
Microchloa kunthii	AGS
Muhlenbergia aguascalientensis	AGS
Muhlenbergia alamosae	AGS
Muhlenbergia alopecuroides	AGS
Muhlenbergia brevivaginata	AGS
Muhlenbergia ciliata	AGS
Muhlenbergia crispiseta	AGS
Muhlenbergia depauperata	AGS
Muhlenbergia distans	AGS
Muhlenbergia dubia	AGS
Muhlenbergia emersleyi	AGS
Muhlenbergia eriophylla	AGS
Muhlenbergia fragilis	AGS
Muhlenbergia glauca	AGS
Muhlenbergia implicata	AGS
Muhlenbergia jaliscana	AGS
Muhlenbergia longiglumis	AGS
Muhlenbergia macroura	AGS
Muhlenbergia microsperma	AGS
Muhlenbergia minutissima	AGS
Muhlenbergia montana	AGS
Muhlenbergia pereilema	AGS
Muhlenbergia peruviana	AGS
Muhlenbergia phalaroides	AGS
Muhlenbergia phleoides	AGS
Muhlenbergia polycaulis	AGS
Muhlenbergia pubescens	AGS
Muhlenbergia quadridentata	AGS
Muhlenbergia repens	AGS
Muhlenbergia rigens	AGS
Muhlenbergia rigida	AGS
Muhlenbergia robusta	AGS
Muhlenbergia speciosa	AGS
Muhlenbergia tenuifolia	AGS
Muhlenbergia tenuissima	AGS
Muhlenbergia tricholepis	AGS
Muhlenbergia utilis	AGS
Muhlenbergia virescens	AGS
Muhlenbergia watsoniana	AGS
Nassella leucotricha	AGS
Nassella mucronata	AGS
Nassella tenuissima	AGS
Oplismenus burmannii	AGS
Oplismenus hirtellus	AGS
Otatea acuminata	AGS
Panicum ghiesbreghtii	AGS
Panicum hallii	AGS
Panicum hirticaule	AGS
Panicum lepidulum	AGS
Panicum vaseyanum	AGS
Paspalidium geminatum	AGS
Paspalum arsenei	AGS
Paspalum conjugatum	AGS
Paspalum convexum	AGS
Paspalum crinitum	AGS
Paspalum distichum	AGS
Paspalum hartwegianum	AGS
Paspalum humboldtianum	AGS
Paspalum lentiginosum	AGS
Paspalum notatum	AGS
Paspalum paniculatum	AGS
Paspalum plicatulum	AGS
Paspalum pubiflorum	AGS
Paspalum tenellum	AGS
Pennisetum crinitum	AGS
Peyritschia deyeuxioides	AGS
Peyritschia pringlei	AGS
Piptochaetium brevicalyx	AGS
Piptochaetium fimbriatum	AGS
Piptochaetium virescens	AGS
Polypogon elongatus	AGS
Scleropogon brevifolius	AGS
Schizachyrium brevifolium	AGS
Schizachyrium cirratum	AGS
Schizachyrium sanguineum	AGS
Schizachyrium tenerum	AGS
Setaria grisebachii	AGS
Setaria latifolia	AGS
Setaria leucopila	AGS
Setaria macrostachya	AGS
Setaria parviflora	AGS
Sorghastrum nutans	AGS
Sphenopholis obtusata	AGS
Sporobolus airoides	AGS
Sporobolus atrovirens	AGS
Sporobolus macrospermus	AGS
Sporobolus pyramidatus	AGS
Sporobolus trichodes	AGS
Sporobolus wrightii	AGS
Steinchisma cupreum	AGS
Steinchisma hians	AGS
Tetrapogon chlorideus	AGS
Trachypogon spicatus	AGS
Tripogon spicatus	AGS
Tripsacum dactyloides	AGS
Tripsacum jalapense	AGS
Tripsacum lanceolatum	AGS
Urochloa discifera	AGS
Urochloa meziana	AGS
Zea mays	AGS
Zuloagaea bulbosa	AGS
Giliastrum purpusii	AGS
Giliastrum rigidulum	AGS
Ipomopsis pinnata	AGS
Loeselia caerulea	AGS
Loeselia glandulosa	AGS
Loeselia greggii	AGS
Loeselia mexicana	AGS
Hebecarpa barbeyana	AGS
Hebecarpa buxifolia	AGS
Hebecarpa obscura	AGS
Hebecarpa rivinifolia	AGS
Monnina wrightii	AGS
Monnina xalapensis	AGS
Polygala berlandieri	AGS
Polygala compacta	AGS
Polygala dolichocarpa	AGS
Polygala glochidiata	AGS
Polygala scoparia	AGS
Rhinotropis lindheimeri	AGS
Eriogonum jamesii	AGS
Eriogonum wrightii	AGS
Periscaria segeta	AGS
Persicaria hydropiperoides	AGS
Persicaria pennsylvanica	AGS
Persicaria punctata	AGS
Rumex mexicanus	AGS
Heteranthera limosa	AGS
Heteranthera peduncularis	AGS
Heteranthera rotundifolia	AGS
Portulaca halimoides	AGS
Portulaca oleracea	AGS
Portulaca pilosa	AGS
Potamogeton diversifolius	AGS
Potamogeton foliosus	AGS
Potamogeton nodosus	AGS
Potamogeton pusillus	AGS
Zannichellia palustris	AGS
Synardisia venosa	AGS
Clematis dioica	AGS
Clematis drummondii	AGS
Delphinium pedatisectum	AGS
Ranunculus cymbalaria	AGS
Ranunculus macranthus	AGS
Ranunculus petiolaris	AGS
Ranunculus praemorsus	AGS
Thalictrum gibbosum	AGS
Thalictrum pachucense	AGS
Adolphia infesta	AGS
Ceanothus caeruleus	AGS
Ceanothus fendleri	AGS
Ceanothus greggii	AGS
Ceanothus lanuginosus	AGS
Ceanothus pauciflorus	AGS
Colubrina triflora	AGS
Condalia ericoides	AGS
Condalia viridis	AGS
Condalia warnockii	AGS
Frangula microphylla	AGS
Karwinskia humboldtiana	AGS
Karwinskia latifolia	AGS
Rhamnus caroliniana	AGS
Cercocarpus macrophyllus	AGS
Cercocarpus montanus	AGS
Crataegus mexicana	AGS
Fragaria mexicana	AGS
Lachemilla velutina	AGS
Lindleya mespiloides	AGS
Malacomeles denticulata	AGS
Potentilla ranunculoides	AGS
Prunus minutiflora	AGS
Prunus serotina	AGS
Purshia mexicana	AGS
Purshia plicata	AGS
Borreria suaveolens	AGS
Borreria verticillata	AGS
Bouvardia cordifolia	AGS
Bouvardia longiflora	AGS
Bouvardia multiflora	AGS
Bouvardia scabrida	AGS
Bouvardia ternifolia	AGS
Crusea diversifolia	AGS
Crusea longiflora	AGS
Diodia teres	AGS
Galium aschenbornii	AGS
Galium mexicanum	AGS
Galium uncinulatum	AGS
Genipa americana	AGS
Hedyotis nigricans	AGS
Hedyotis rubra	AGS
Hedyotis wrightii	AGS
Hintonia latiflora	AGS
Mitracarpus hirtus	AGS
Richardia tricocca	AGS
Casimiroa edulis	AGS
Ptelea trifoliata	AGS
Zanthoxylum fagara	AGS
Populus deltoides	AGS
Populus fremontii	AGS
Populus tremuloides	AGS
Salix bonplandiana	AGS
Salix humboldtiana	AGS
Salix lasiolepis	AGS
Salix taxifolia	AGS
Phoradendron bolleanum	AGS
Phoradendron brachystachyum	AGS
Phoradendron carneum	AGS
Phoradendron forestierae	AGS
Phoradendron lanceolatum	AGS
Phoradendron reichenbachianum	AGS
Phoradendron villosum	AGS
Acer negundo	AGS
Cardiospermum halicacabum	AGS
Dodonaea viscosa	AGS
Serjania brachycarpa	AGS
Serjania incisa	AGS
Serjania schiedeana	AGS
Sideroxylon lanuginosum	AGS
Anemopsis californica	AGS
Heuchera orizabensis	AGS
Heuchera rubescens	AGS
Buddleja cordata	AGS
Buddleja marrubiifolia	AGS
Buddleja parviflora	AGS
Buddleja perfoliata	AGS
Buddleja scordioides	AGS
Buddleja sessiliflora	AGS
Leucophyllum laevigatum	AGS
Limosella aquatica	AGS
Bouchetia arniatera	AGS
Calibrachoa parviflora	AGS
Capsicum annuum	AGS
Cestrum tomentosum	AGS
Chamaesaracha conioides	AGS
Chamaesaracha coronopus	AGS
Datura ceratocaula	AGS
Datura discolor	AGS
Datura inoxia	AGS
Datura quercifolia	AGS
Datura stramonium	AGS
Jaltomata procumbens	AGS
Lycianthes moziniana	AGS
Nicotiana obtusifolia	AGS
Nierembergia angustifolia	AGS
Physalis acutifolia	AGS
Physalis angulata	AGS
Physalis cinerascens	AGS
Physalis cordata	AGS
Physalis coztomatl	AGS
Physalis glutinosa	AGS
Physalis hastatula	AGS
Physalis hederifolia	AGS
Physalis lagascae	AGS
Physalis orizabae	AGS
Physalis patula	AGS
Physalis peruviana	AGS
Physalis philadelphica	AGS
Physalis pruinosa	AGS
Physalis solanacea	AGS
Physalis sulphurea	AGS
Solanum adscendens	AGS
Solanum appendiculatum	AGS
Solanum brachistotrichum	AGS
Solanum cardiophyllum	AGS
Solanum corymbosum	AGS
Solanum demissum	AGS
Solanum donianum	AGS
Solanum douglasii	AGS
Solanum ehrenbergii	AGS
Solanum elaeagnifolium	AGS
Solanum heterodoxum	AGS
Solanum laurifolium	AGS
Solanum nigrescens	AGS
Solanum pubigerum	AGS
Solanum rostratum	AGS
Solanum stenophyllidium	AGS
Solanum stoloniferum	AGS
Styrax ramirezii	AGS
Symplocos citrea	AGS
Talinum lineare	AGS
Talinum paniculatum	AGS
Typha domingensis	AGS
Typha latifolia	AGS
Aloysia citriodora	AGS
Aloysia gratissima	AGS
Bouchea prismatica	AGS
Citharexylum affine	AGS
Glandularia bipinnatifida	AGS
Glandularia delticola	AGS
Glandularia teucriifolia	AGS
Lantana achyranthifolia	AGS
Lantana camara	AGS
Lantana glandulosissima	AGS
Lantana involucrata	AGS
Lippia graveolens	AGS
Lippia inopinata	AGS
Lippia myriocephala	AGS
Lippia umbellata	AGS
Phyla nodiflora	AGS
Priva grandiflora	AGS
Priva ibugana	AGS
Priva lappulacea	AGS
Priva mexicana	AGS
Stachytarpheta mutabilis	AGS
Verbena canescens	AGS
Verbena carolina	AGS
Verbena gracilis	AGS
Verbena litoralis	AGS
Verbena menthifolia	AGS
Hybanthus attenuatus	AGS
Hybanthus verticillatus	AGS
Viola barroetana	AGS
Viola umbraticola	AGS
Cissus microcarpa	AGS
Cissus verticillata	AGS
Ximenia parviflora	AGS
Kallstroemia californica	AGS
Kallstroemia parviflora	AGS
Kallstroemia rosei	AGS
Larrea tridentata	AGS
Anemia jaliscana	BCN
Anemia tomentosa	BCN
